ad_name,creative_url,ad_id,,,Has Traits?
d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:TextImage|f:Testimonial2,https://scontent-iad3-2.xx.fbcdn.net/v/t45.1600-4/551310768_1806889063237933_5320128613702781919_n.png?stp=dst-jpg_tt6&_nc_cat=111&ccb=1-7&_nc_sid=890911&_nc_ohc=JWYgmeKTXxEQ7kNvwGosbKj&_nc_oc=Adk3EC-tU76fvagqqQJNcu6i-ekaE0-Ey90fVrWrKflA6WpIm2544oId8wGYqoboi30&_nc_zt=1&_nc_ht=scontent-iad3-2.xx&edm=AAT1rw8EAAAA&_nc_gid=fwHM9Qd0Rk6plxX0tLmr_A&oh=00_Afbr3mvbuv35TbLmqxWN31L-NWW3d9xwH_t4Tzm1wxcGgA&oe=68D8E12D,120231277391250408,,,d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:TextImage|f:Testimonial2
d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:TextImage|f:TextMessage1,https://scontent-ord5-3.xx.fbcdn.net/v/t45.1600-4/556705370_1302166217753489_1791480145533344207_n.png?stp=dst-jpg_tt6&_nc_cat=106&ccb=1-7&_nc_sid=890911&_nc_ohc=BrLiso0ExT4Q7kNvwH4F3R9&_nc_oc=AdmGytQhz-Z8mtNNUdEw5B2SeygBKvx7i-7qbUrP7CBOxulOh5MO8kpUSEsysBH_FdI&_nc_zt=1&_nc_ht=scontent-ord5-3.xx&edm=AAT1rw8EAAAA&_nc_gid=bynu8cb65zu4ZkcEN-lsaQ&oh=00_Afd21y1xLgXo6hYx64iEaKcaKTDMpPSVDODRQTdQB0pWvQ&oe=68ED1946,120231658190480408,,,d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:TextImage|f:TextMessage1
d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:TextOver|f:VanitySimple,https://scontent-ord5-1.xx.fbcdn.net/v/t45.1600-4/528231556_1061222696223998_1972536243754620956_n.png?stp=dst-jpg_tt6&_nc_cat=101&ccb=1-7&_nc_sid=890911&_nc_ohc=Z7PncmiFVKsQ7kNvwFARzp8&_nc_oc=Adm8Qo1pDhU2WjrIAMx2W_WlVYHOUqU7N4vf52ET70plfj0hmR9-p5vdBJomxoTwjwc&_nc_zt=1&_nc_ht=scontent-ord5-1.xx&edm=AAT1rw8EAAAA&_nc_gid=hHGzIgNbkOfMiydr5_CC2Q&oh=00_Afd8xrJ9UF6xzNCTWCgx-iAllMqIewbf-JRaGwJPc8kXBA&oe=68ED3887,120231642778830408,,,d:Ad|c:Bath|b:Nonbrand|s:Internal|ty:Image|st:TextOver|f:VanitySimple
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
,,,,,N
